"","LSOA","Density.KM2","Outlets.1000","CHALICE.Density.PWC","CHALICE.Density","KDE","WIMD_Quintile","Morphology","Total","POP_X","POP_Y"
"706","W01000706",5.97015,3.17,2.54454,1.75279,6.23254489898682,2,"Urban > 10K",1262,253006,200521
"707","W01000707",6.25,1.73,1.93799,2.14818,6.71930885314941,1,"Urban > 10K",1159,253462,200485
"708","W01000708",1.03806,2.69,2.12472,1.78907,0.001741488231346,1,"Urban > 10K",1116,253383,199973
"709","W01000709",0.04987,1.99,0,0.09557,0,3,"Village Hamlet & Isolated Dwellings",2009,263745,227460
"710","W01000710",0.21723,3.27,0,0.69418,0,4,"Town and Fringe",1834,243468,201485
"711","W01000711",0.49456,2.79,1.59361,1.34782,0,2,"Town and Fringe",1789,243158,201017
"712","W01000712",0.57803,1.72,0,0.52738,0.183226242661476,3,"Village Hamlet & Isolated Dwellings",1162,258148,212862
"713","W01000713",0.82418,2.56,0.10862,0.70787,0.059204589575529,3,"Village Hamlet & Isolated Dwellings",1171,259130,213331
"714","W01000714",5.08475,2.47,1.32871,1.7091,5.18895721435547,2,"Urban > 10K",1214,262660,213032
"715","W01000715",6.57895,4.43,1.79919,1.40367,4.05736637115479,4,"Urban > 10K",1128,264209,212589
"716","W01000716",0.63636,5.91,1.93542,1.25929,0.359321773052216,4,"Village Hamlet & Isolated Dwellings",1185,250623,211422
"717","W01000717",0.85106,1.63,0.11415,0.6295,0.194363787770271,3,"Village Hamlet & Isolated Dwellings",1229,249700,211670
"718","W01000718",4.82759,5.85,4.25748,2.35853,0.641722083091736,2,"Town and Fringe",1196,271293,214310
"719","W01000719",0.13072,3.2,0,0.79756,0,2,"Village Hamlet & Isolated Dwellings",1251,273662,213545
"720","W01000720",0.97451,9.15,1.13817,1.85544,0,4,"Village Hamlet & Isolated Dwellings",1421,227454,216562
"721","W01000721",0.46458,7.27,0,1.00125,0,4,"Village Hamlet & Isolated Dwellings",1101,229382,217103
"722","W01000722",0.0577,1.62,0,0.18046,0,4,"Village Hamlet & Isolated Dwellings",1231,241900,215336
"723","W01000723",0.59235,9.5,0,1.27355,0,3,"Village Hamlet & Isolated Dwellings",1158,237420,209621
"724","W01000724",0.6424,1.96,1.47272,0.77912,1.58611512184143,2,"Urban > 10K",1534,258897,211485
"725","W01000725",0.76775,2.15,0,0.601,0.135439053177834,2,"Urban > 10K",1857,261210,212145
"726","W01000726",0,0,1.13235,0.98793,0,5,"Urban > 10K",1359,252323,203013
"727","W01000727",8.82353,3.41,1.16339,1.24987,3.32874703407288,4,"Urban > 10K",880,252473,202650
"728","W01000728",0.04808,3.34,0,0.22516,0,3,"Village Hamlet & Isolated Dwellings",1797,229033,224941
"729","W01000729",2.91971,3.78,2.43259,1.38569,3.63258504867554,2,"Town and Fringe",1059,245269,204555
"730","W01000730",0.10799,1.84,2.13376,0.51457,0,2,"Village Hamlet & Isolated Dwellings",1086,245274,204529
"731","W01000731",0.44444,2.56,1.95258,0.55056,0,4,"Urban > 10K",1950,260663,210461
"732","W01000732",62.5,8.83,13.56856,15.3142,42.424877166748,2,"Urban > 10K",1132,250410,199791
"733","W01000733",29.62963,7.3,9.98233,14.92827,50.4266662597656,1,"Urban > 10K",1096,250792,199916
"734","W01000734",25,4.25,6.65465,7.75559,25.1936721801758,1,"Urban > 10K",1177,250951,199598
"735","W01000735",0.40125,4.72,0,1.31828,0.810820877552032,3,"Village Hamlet & Isolated Dwellings",1905,219334,217250
"736","W01000736",0.69686,1.29,0.39186,0.9188,0.879148840904236,5,"Town and Fringe",1555,258199,188535
"737","W01000737",2.25806,5.04,0.55091,0.60269,3.35270714759827,4,"Village Hamlet & Isolated Dwellings",1389,258716,188857
"738","W01000738",0.6237,2.03,1.6079,1.43352,0.003472624113783,1,"Urban > 10K",1476,267940,195386
"739","W01000739",2.73973,1.43,1.47179,0.77697,3.50899744033814,1,"Urban > 10K",1394,267285,195147
"740","W01000740",5.68182,3.3,1.29126,1.2465,4.03319311141968,3,"Urban > 10K",1514,268791,196193
"741","W01000741",2.9703,4.4,1.62622,1.19302,4.47651052474976,2,"Urban > 10K",1365,268216,196021
"742","W01000742",20.58824,4.62,4.4963,5.95341,22.7651309967041,1,"Urban > 10K",1515,265509,194493
"743","W01000743",111.70213,40.06,42.62484,22.4475,20.3327178955078,1,"Urban > 10K",2621,265722,193327
"744","W01000744",4.16667,0.75,1.88426,6.52295,26.3294773101807,1,"Urban > 10K",1342,265402,194056
"745","W01000745",111.76471,17.45,29.56859,26.88824,96.5623397827148,1,"Urban > 10K",2178,265020,192982
"746","W01000746",18.51852,3.29,9.36293,6.71332,41.5092124938965,2,"Urban > 10K",1518,265150,193566
"747","W01000747",40,3.73,8.95053,16.22388,75.9246139526367,2,"Urban > 10K",1609,264819,193178
"748","W01000748",42.59259,13.74,14.92464,10.98776,38.113842010498,2,"Urban > 10K",1674,265607,192547
"749","W01000749",135,15.31,24.10914,25.56159,30.9508457183838,1,"Urban > 10K",1764,264685,192460
"750","W01000750",0,0,0.11445,0.9325,0,2,"Urban > 10K",1333,269443,202043
"751","W01000751",0.47619,1.6,0.20715,0.58858,0.5857293009758,4,"Urban > 10K",1247,270198,201606
"752","W01000752",3.44828,1.67,1.15381,0.98232,3.2093608379364,1,"Urban > 10K",1195,268494,201433
"753","W01000753",1.6129,0.84,0.93199,0.84661,3.08869385719299,2,"Urban > 10K",1191,268905,202113
"754","W01000754",12.16216,6.63,3.26747,3.27038,6.83338212966919,2,"Urban > 10K",1358,269032,201582
"755","W01000755",9.09091,3.98,2.94557,1.83266,9.33828449249268,3,"Urban > 10K",1509,263828,195114
"756","W01000756",0.76923,1.52,2.94257,0.93725,2.31770777702331,1,"Urban > 10K",1316,260782,195288
"757","W01000757",0.9901,0.73,0.54029,1.08955,2.31883645057678,3,"Urban > 10K",1370,263054,195319
"758","W01000758",1.85185,0.57,0.30899,0.47286,1.73328340053558,4,"Urban > 10K",1751,262970,194425
"759","W01000759",2.75229,2.17,0.97789,0.89034,3.56800436973572,4,"Urban > 10K",1382,260058,195428
"760","W01000760",3.27869,4.5,1.04156,0.73569,0.853080987930298,2,"Urban > 10K",1332,262092,196104
"761","W01000761",9.43396,3.97,1.94473,2.28139,6.30156087875366,2,"Urban > 10K",1261,263257,195875
"762","W01000762",8.82353,2.33,0.34586,2.05154,9.06998443603516,1,"Urban > 10K",1286,263980,195540
"763","W01000763",13.33333,1.6,7.13094,6.9999,21.2260913848877,3,"Urban > 10K",1252,265248,195052
"764","W01000764",17.02128,5.88,2.75128,4.01293,9.81630325317383,3,"Urban > 10K",1360,264666,194888
"765","W01000765",31.81818,4.82,5.78262,6.35734,19.2354106903076,3,"Urban > 10K",1453,265353,195483
"766","W01000766",13.33333,2.98,4.10025,3.93619,11.461953163147,4,"Urban > 10K",1344,265059,195495
"767","W01000767",0,0,2.68377,2.84183,9.89371299743652,2,"Urban > 10K",1281,264659,195263
"768","W01000768",1.90476,1.53,0.1391,0.76808,1.24861478805542,5,"Urban > 10K",1306,259468,193861
"769","W01000769",1.02041,0.81,0.23439,0.39506,0.740469813346863,5,"Urban > 10K",1235,258956,193723
"770","W01000770",5.26316,1.34,1.33407,1.16515,5.44246101379395,5,"Urban > 10K",1487,260023,193625
"771","W01000771",0.57034,2.49,0,0.16247,0.461007565259933,4,"Urban > 10K",1207,258906,192367
"772","W01000772",0.35587,2.19,0.76558,0.74735,1.04150664806366,5,"Town and Fringe",1369,256960,194289
"773","W01000773",9.49721,7.94,8.49684,4.56969,3.54220962524414,2,"Urban > 10K",2142,259386,198708
"774","W01000774",10.6383,3.84,5.86607,4.25504,14.0084142684937,3,"Urban > 10K",1303,258749,198782
"775","W01000775",0.32461,10.58,0,0.78074,0,5,"Village Hamlet & Isolated Dwellings",1607,245537,188076
"776","W01000776",0.34308,12.44,0,0.60924,0,5,"Village Hamlet & Isolated Dwellings",1688,249415,191070
"777","W01000777",2.94118,1.97,1.53334,0.99722,4.02255725860596,5,"Urban > 10K",1519,259342,196001
"778","W01000778",5.97015,2.49,1.61597,1.64256,1.40301370620727,5,"Urban > 10K",1604,258660,196501
"779","W01000779",0.5042,2.41,0.95718,1.16006,0.713925063610077,3,"Urban > 10K",1247,258550,196056
"780","W01000780",0.66225,0.43,1.99319,0.10489,0.390006452798843,5,"Urban > 10K",2319,260901,193572
"781","W01000781",2.38095,0.67,0.94727,1.56174,8.08818054199219,5,"Urban > 10K",1499,260521,193399
"782","W01000782",0,0,0.59868,1.12899,5.02075910568237,5,"Urban > 10K",1035,259761,193123
"783","W01000783",7.14286,6.1,2.54665,2.41262,7.09322261810303,5,"Urban > 10K",1148,260170,192774
"784","W01000784",3.44828,0.86,1.65512,2.1617,9.38519477844238,4,"Urban > 10K",1163,258819,198108
"785","W01000785",0,0,0,0.62875,1.73803722858429,5,"Urban > 10K",1134,258443,198062
"786","W01000786",1.67598,5.03,0.6368,1.00625,0.274119317531586,4,"Urban > 10K",1194,259862,197633
"787","W01000787",3.75,2.39,1.32461,1.62095,5.58816337585449,2,"Urban > 10K",1257,266197,196402
"788","W01000788",11.68831,6.89,7.10377,5.60163,16.2835006713867,1,"Urban > 10K",1306,265911,195706
"789","W01000789",28.57143,6.81,8.02693,7.05398,20.6551532745361,1,"Urban > 10K",1174,265675,195443
"790","W01000790",31.57895,8.08,10.62448,9.01577,23.2801837921143,1,"Urban > 10K",1486,265869,194445
"791","W01000791",3.22581,0.84,0.14152,0.17725,1.0050858259201,5,"Urban > 10K",1191,265018,198631
"792","W01000792",1.18577,4.4,1.4933,1.0922,2.20051550865173,5,"Village Hamlet & Isolated Dwellings",1364,261132,200826
"793","W01000793",0.25532,2.06,0,0.35019,0.298478007316589,5,"Village Hamlet & Isolated Dwellings",1453,263638,199399
"794","W01000794",4.41501,11.59,4.10116,1.71934,9.54982948303223,3,"Urban > 10K",1725,268824,197469
"795","W01000795",1.16279,3.11,0.13136,0.67826,0,5,"Urban > 10K",1285,270734,197809
"796","W01000796",0.80972,1.01,0.78403,0.46256,2.46764850616455,4,"Urban > 10K",1983,270017,198327
"797","W01000797",1.03093,0.73,0.12022,0.297,1.58601081371307,5,"Urban > 10K",1371,269958,197158
"798","W01000798",4.7619,1.56,1.25785,1.15581,3.14206719398498,3,"Urban > 10K",1282,269575,197020
"799","W01000799",3.44828,1.37,0.87099,0.90749,5.02025651931763,1,"Urban > 10K",1459,269200,196763
"800","W01000800",1.05263,2.41,0,0.97659,0.439355403184891,5,"Urban > 10K",1244,270208,199828
"801","W01000801",6.25,1.59,1.68847,1.54493,4.2982325553894,1,"Urban > 10K",1259,270572,198026
"802","W01000802",3.0303,1.5,0.72037,0.80037,2.28092885017395,3,"Urban > 10K",1996,257029,198090
"803","W01000803",0.06919,2.64,0,0.46708,0,3,"Village Hamlet & Isolated Dwellings",1515,265854,204142
"804","W01000804",1.36986,3.79,0.66989,0.95905,1.21823704242706,5,"Urban > 10K",1318,261414,190284
"805","W01000805",1.14943,0.91,0.136,0.14124,1.30852401256561,5,"Urban > 10K",1097,260655,190381
"806","W01000806",2.08333,0.76,0.75334,0.71821,2.46434593200684,3,"Urban > 10K",1322,267470,199406
"807","W01000807",5.26316,1.54,0.85468,0.62196,1.92071580886841,5,"Urban > 10K",1295,267206,199970
"808","W01000808",1.75439,0.77,0.50908,0.48896,1.42746782302856,4,"Urban > 10K",1302,266665,199161
"809","W01000809",13.63636,4.44,5.55171,4.53348,14.423864364624,3,"Urban > 10K",1352,267141,198487
"810","W01000810",0,0,0.59842,0.90593,3.20225930213928,1,"Urban > 10K",1151,266999,199191
"811","W01000811",3.0303,0.75,3.39424,3.8944,15.1043262481689,2,"Urban > 10K",1327,266454,197884
"812","W01000812",33.33333,13.84,13.90068,10.3952,22.3711032867432,1,"Urban > 10K",1228,267030,197721
"813","W01000813",9.80392,3.48,2.57439,3.22263,10.4410343170166,4,"Urban > 10K",1436,266575,198286
"814","W01000814",9.52381,3.17,2.55933,4.84956,17.4464015960693,1,"Urban > 10K",1262,266765,197234
"815","W01000815",1.75439,2.11,0.68089,0.72264,0.909653007984161,5,"Urban > 10K",1420,268002,200193
"816","W01000816",1.16959,1.39,0.53756,0.30591,2.1019561290741,5,"Urban > 10K",1435,266669,200055
"817","W01000817",2.98507,1.37,1.25161,0.83803,3.60114169120789,1,"Urban > 10K",1464,265520,198062
"818","W01000818",3.38983,1.52,0.8301,0.84146,3.26067209243774,2,"Urban > 10K",1316,265759,197549
"819","W01000819",0,0,0,0.52918,2.28893232345581,5,"Urban > 10K",1333,265703,197065
"820","W01000820",12.19512,3.98,2.18568,2.26137,6.22975444793701,3,"Urban > 10K",1255,265182,196879
"821","W01000821",5.26316,1.58,1.84765,2.02506,9.42404556274414,2,"Urban > 10K",1269,265391,196232
"822","W01000822",1.9802,1.72,1.83451,1.15053,1.47508549690247,4,"Urban > 10K",1160,265910,198605
"823","W01000823",0,0,1.12067,1.03632,2.5171492099762,5,"Urban > 10K",1559,260183,188179
"824","W01000824",3.61446,4.2,1.22264,1.4673,1.39492833614349,5,"Urban > 10K",1429,260463,187773
"825","W01000825",80.55556,22.14,15.65223,14.46441,27.2502269744873,5,"Urban > 10K",1310,261626,187942
"826","W01000826",6.45161,6.24,3.22947,2.42216,8.57027435302734,5,"Urban > 10K",1282,261902,187448
"827","W01000827",23.25581,8.08,9.52175,8.57864,19.8446521759033,5,"Urban > 10K",1238,261231,188008
"828","W01000828",0.1845,1.37,0,0.40779,0,5,"Village Hamlet & Isolated Dwellings",1462,253001,194935
"829","W01000829",1.21951,2.36,0.52028,1.03031,1.28531038761139,3,"Town and Fringe",1695,254660,195619
"830","W01000830",2.5641,0.77,0.8861,0.69454,3.53653693199158,1,"Urban > 10K",1295,263338,196704
"831","W01000831",9.09091,2.08,1.57435,1.68743,8.94536972045898,1,"Urban > 10K",1442,263300,196264
"832","W01000832",0,0,1.10587,1.08309,5.02380418777466,1,"Urban > 10K",1398,263843,196445
"833","W01000833",7.89474,2.25,0.81917,1.37233,4.96223258972168,1,"Urban > 10K",1336,264789,196192
"834","W01000834",2.17391,1.69,2.41532,1.87169,4.22422790527344,1,"Urban > 10K",1186,264819,196851
"835","W01000835",8.82353,2.26,2.31723,1.92781,6.62411451339722,1,"Urban > 10K",1325,264322,195885
"836","W01000836",0.8547,0.64,0.3465,0.41407,2.01320481300354,1,"Urban > 10K",1573,263416,197107
"837","W01000837",0.87719,2.24,0.48814,0.32452,0.31463897228241,5,"Urban > 10K",1341,261946,198787
"838","W01000838",1.53846,3.67,0.24228,0.70744,2.40823984146118,1,"Urban > 10K",1090,260945,198819
"839","W01000839",0.12837,1.14,0,0.29331,0,5,"Village Hamlet & Isolated Dwellings",879,256504,189137
"840","W01000840",0.2584,0.67,0.10756,0.32782,0.275234311819077,5,"Village Hamlet & Isolated Dwellings",1498,255297,188135
"841","W01000841",6.45161,1.51,1.44795,1.10178,4.22035074234009,3,"Urban > 10K",1321,258090,198859
"842","W01000842",0.2079,0.78,0.41969,0.42003,0.577383637428284,3,"Village Hamlet & Isolated Dwellings",1277,259123,200578
"843","W01000843",0,0,0.39292,0.62772,2.71413350105286,5,"Urban > 10K",1221,258489,199463
"844","W01000844",0,0,0.65499,0.62813,0,2,"Urban > 10K",1080,258129,199478
"845","W01000845",0.82645,1.79,1.04964,1.01545,1.6475715637207,4,"Town and Fringe",1677,259798,203251
"846","W01000846",8.08081,5.68,4.04749,3.09138,8.79314041137695,2,"Town and Fringe",1409,259292,203680
"847","W01000847",0.1912,1.8,0.42412,1.18404,0,3,"Town and Fringe",1110,259707,204283
"848","W01000848",0,0,1.14845,0.80576,1.73944807052612,1,"Town and Fringe",992,259926,203947
"849","W01000849",1.1811,1.9,1.27186,1.58313,0.493205487728119,1,"Urban > 10K",1583,267863,193348
"850","W01000850",9.46746,8.39,2.15922,5.2447,3.51601910591125,1,"Urban > 10K",1908,266588,193323
"851","W01000851",0,0,0.47759,0.87233,0.671694755554199,2,"Urban > 10K",1324,266481,193695
"852","W01000852",3.0303,0.73,2.21912,2.25607,7.05801200866699,3,"Urban > 10K",1362,267242,193302
"853","W01000853",5,2.29,2.46865,2.35283,6.80131340026855,5,"Urban > 10K",1312,262373,193460
"854","W01000854",0,0,0.2666,0.26001,0.311502784490585,5,"Urban > 10K",1154,261915,193880
"855","W01000855",2.38095,0.72,0.29335,0.77862,3.41489672660828,5,"Urban > 10K",1392,261726,193410
"856","W01000856",6.25,1.88,1.39705,1.35039,4.28016805648804,1,"Urban > 10K",1595,261481,192781
"857","W01000857",9.09091,1.83,2.36517,2.7171,6.98381948471069,3,"Urban > 10K",1637,262184,192980
"858","W01000858",17.64706,4.05,4.88175,4.72192,12.4282445907593,5,"Urban > 10K",1481,262901,192999
"859","W01000859",1.14943,0.73,0.51243,0.78745,0.763602793216705,5,"Urban > 10K",1379,261772,192386
"860","W01000860",1.31579,1.4,0,0.08264,0.504070341587067,5,"Urban > 10K",1431,261825,191598
"861","W01000861",11.66667,5.9,1.69698,2.91369,11.2972221374512,5,"Urban > 10K",2374,262368,192515
"862","W01000862",8.10811,2.43,0.78945,1.56266,7.15176200866699,1,"Urban > 10K",1237,264220,194214
"863","W01000863",9.67742,2.25,0.71621,1.1965,6.24142217636108,1,"Urban > 10K",1332,263554,194218
"864","W01000864",5.40541,1.57,3.44755,2.74637,17.9656505584717,1,"Urban > 10K",1274,264922,194164
"865","W01000865",6.66667,1.71,2.48342,1.46595,4.02369976043701,2,"Urban > 10K",1173,263624,193884
"866","W01000866",9.09091,1.82,2.78606,2.4473,7.78654384613037,1,"Urban > 10K",1099,264633,193801
"867","W01000867",0,0,1.10198,1.26985,9.92808532714844,1,"Urban > 10K",1209,264130,193693
"868","W01000868",2.77778,0.76,0.98901,0.90468,4.81192493438721,5,"Urban > 10K",1309,263217,193624
"869","W01000869",2.63158,0.66,3.95492,7.63443,25.5620803833008,3,"Urban > 10K",1525,264274,193180
"870","W01000870",3.84615,0.63,5.67459,6.84693,13.9498271942139,5,"Urban > 10K",1580,263682,193070
"871","W01000871",82.35294,9.43,18.02275,18.67424,58.5240669250488,2,"Urban > 10K",1485,264565,192943
"872","W01000872",0,0,0.67881,1.77197,9.51234245300293,5,"Urban > 10K",1242,263285,193083
"873","W01000873",6.06061,1.35,7.74776,8.44204,5.94503355026245,4,"Urban > 10K",1484,263898,192462
"874","W01000874",56.52174,7.12,7.56403,7.63331,19.4725475311279,5,"Urban > 10K",1827,263677,192725
"875","W01000875",39.13043,5.44,16.01796,15.97531,39.7939949035645,3,"Urban > 10K",1655,264223,192570
"876","W01000876",33.33333,2.58,4.54426,4.94505,13.6706275939941,5,"Urban > 10K",1552,263608,192363
"877","W01000877",2.47934,2.04,1.81937,1.94917,2.20647644996643,4,"Urban > 10K",1474,257894,198327
"878","W01000878",12.19512,4.71,0.66616,1.74699,4.60586881637573,4,"Urban > 10K",1062,257484,198316
"879","W01000879",5.40541,2.43,1.74092,1.42075,4.8682427406311,5,"Urban > 10K",1644,260469,188945
"880","W01000880",10.34483,4.08,0.95923,2.29277,0.22760958969593,5,"Urban > 10K",1469,261084,188932
"881","W01000881",7.69231,2.39,1.55599,1.43322,4.56038618087769,2,"Urban > 10K",1257,261289,189627
"882","W01000882",0,0,0.75386,0.77079,3.36402797698975,3,"Urban > 10K",1465,260618,189578
"883","W01000883",2.1978,1.53,0.12971,0.31589,1.63966286182404,4,"Urban > 10K",1307,274532,191564
"884","W01000884",21.42857,5.81,2.99616,2.82623,18.1030654907227,1,"Urban > 10K",1032,276050,190295
"885","W01000885",3.79747,2.68,2.87295,2.66728,4.91135454177857,1,"Urban > 10K",1118,275665,190280
"886","W01000886",32.14286,7.19,7.69006,5.82753,13.653998374939,1,"Urban > 10K",1251,275810,189977
"887","W01000887",0.73375,3.61,1.24197,0.69291,0,3,"Town and Fringe",1938,277222,200002
"888","W01000888",1.59817,3.57,4.65118,1.67539,1.97199463844299,3,"Urban > 10K",1960,272599,203415
"889","W01000889",0.30769,0.61,0.12158,0.54843,0.061333835124969,3,"Urban > 10K",1639,275531,191450
"890","W01000890",1.83486,1.35,0.84956,0.9569,2.29527020454407,5,"Urban > 10K",1485,275476,192630
"891","W01000891",6.52174,2.36,2.39015,1.64108,5.90077972412109,2,"Urban > 10K",1273,274622,193220
"892","W01000892",0.9434,2.48,3.00696,1.28014,0,4,"Urban > 10K",1616,274961,192834
"893","W01000893",0.40268,3.75,1.23896,1.74006,0,2,"Town and Fringe",1599,286992,205581
"894","W01000894",1.10193,3.28,2.45099,2.27747,0,3,"Urban > 10K",1220,274483,195184
"895","W01000895",10.44776,10.47,7.699,7.3187,7.45796394348145,1,"Urban > 10K",1337,274200,194405
"896","W01000896",0,0,0.46899,0.70146,0.313487261533737,1,"Urban > 10K",1345,273892,195123
"897","W01000897",1.36054,1.72,1.6237,2.2907,4.34713220596313,2,"Urban > 10K",1162,273875,194453
"898","W01000898",0.34622,5.01,0,1.14111,2.85704755783081,3,"Village Hamlet & Isolated Dwellings",1198,280602,192636
"899","W01000899",5.08475,2.16,1.37303,1.53905,5.72867774963379,4,"Town and Fringe",1386,277748,192175
"900","W01000900",3.71901,6.03,5.89471,3.2208,1.46968686580658,1,"Town and Fringe",1493,278316,192247
"901","W01000901",0.70671,1.4,2.24009,1.34682,0.670288920402527,2,"Town and Fringe",1424,278036,192511
"902","W01000902",0.818,4.15,1.44833,1.13202,0.333813458681107,4,"Urban > 10K",964,274347,200193
